model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
cci#sens|def04|prev_2018|male      0|0.000000000||
cci#sens|def04|prev_2018|age_g     1|-0.007625043|-0.008893761|-0.006356326
cci#sens|def04|prev_2018|age_g     2|0.019477311|0.018231842|0.020722781
cci#sens|def04|prev_2018|age_g     3|0.022134245|0.020842889|0.023425600
cci#sens|def04|prev_2018|age_g     4|0.010053234|0.008792877|0.011313591
cci#sens|def04|prev_2018|age_g     5|0.030512801|0.029250987|0.031774616
cci#sens|def04|prev_2018|age_g     6|0.074677967|0.073350813|0.076005122
cci#sens|def04|prev_2018|age_g     7|0.148093340|0.146659149|0.149527531
cci#sens|def04|prev_2018|age_g     8|0.323449574|0.321477494|0.325421654
cci#sens|def04|prev_2018|age_g     9|0.723870717|0.719850598|0.727890836
cci#sens|def04|prev_2018|age_g     0|0.000000000||
no_cci#all|def01|prev_2019|Intercept|0.053752974|0.051665505|0.055840442
no_cci#all|def01|prev_2019|def01_01  1|0.347906436|0.343073675|0.352739197
no_cci#all|def01|prev_2019|def01_01  0|0.000000000||
no_cci#all|def01|prev_2019|def01_02  1|0.080362747|0.076146152|0.084579343
no_cci#all|def01|prev_2019|def01_02  0|0.000000000||
no_cci#all|def01|prev_2019|def01_03  1|0.278484996|0.269700272|0.287269720
no_cci#all|def01|prev_2019|def01_03  0|0.000000000||
no_cci#all|def01|prev_2019|def01_04  1|0.343445642|0.333826405|0.353064879
no_cci#all|def01|prev_2019|def01_04  0|0.000000000||
no_cci#all|def01|prev_2019|def01_05  1|0.315103814|0.299635416|0.330572212
no_cci#all|def01|prev_2019|def01_05  0|0.000000000||
no_cci#all|def01|prev_2019|def01_06  1|1.250095555|1.243960615|1.256230495
no_cci#all|def01|prev_2019|def01_06  0|0.000000000||
no_cci#all|def01|prev_2019|def01_07  1|0.158430659|0.154888023|0.161973295
no_cci#all|def01|prev_2019|def01_07  0|0.000000000||
no_cci#all|def01|prev_2019|def01_08  1|0.037075487|0.033183570|0.040967403
no_cci#all|def01|prev_2019|def01_08  0|0.000000000||
no_cci#all|def01|prev_2019|def01_09  1|0.185489157|0.179127148|0.191851165
no_cci#all|def01|prev_2019|def01_09  0|0.000000000||
no_cci#all|def01|prev_2019|def01_10  1|0.275780387|0.265491520|0.286069255
no_cci#all|def01|prev_2019|def01_10  0|0.000000000||
no_cci#all|def01|prev_2019|def01_11  1|0.300951274|0.295477374|0.306425173
no_cci#all|def01|prev_2019|def01_11  0|0.000000000||
no_cci#all|def01|prev_2019|def01_12  1|0.046887421|0.042805317|0.050969524
no_cci#all|def01|prev_2019|def01_12  0|0.000000000||
no_cci#all|def01|prev_2019|def01_13  1|0.152612250|0.144587914|0.160636587
no_cci#all|def01|prev_2019|def01_13  0|0.000000000||
no_cci#all|def01|prev_2019|def01_14  1|0.130442625|0.121814410|0.139070839
no_cci#all|def01|prev_2019|def01_14  0|0.000000000||
no_cci#all|def01|prev_2019|def01_15  1|0.651151776|0.640034422|0.662269130
no_cci#all|def01|prev_2019|def01_15  0|0.000000000||
no_cci#all|def01|prev_2019|def01_16  1|0.314014146|0.298776909|0.329251382
no_cci#all|def01|prev_2019|def01_16  0|0.000000000||
no_cci#all|def01|prev_2019|def01_17  1|0.703498067|0.679092914|0.727903220
no_cci#all|def01|prev_2019|def01_17  0|0.000000000||
no_cci#all|def01|prev_2019|def01_18  1|0.854142351|0.842109076|0.866175626
no_cci#all|def01|prev_2019|def01_18  0|0.000000000||
no_cci#all|def01|prev_2019|def01_19  1|0.064346561|0.058579358|0.070113763
no_cci#all|def01|prev_2019|def01_19  0|0.000000000||
no_cci#all|def01|prev_2019|def01_20  1|0.350657973|0.344065553|0.357250392
no_cci#all|def01|prev_2019|def01_20  0|0.000000000||
no_cci#all|def01|prev_2019|def01_21  1|0.580089899|0.574318827|0.585860971
no_cci#all|def01|prev_2019|def01_21  0|0.000000000||
no_cci#all|def01|prev_2019|def01_22  1|0.126310180|0.122192618|0.130427741
no_cci#all|def01|prev_2019|def01_22  0|0.000000000||
no_cci#all|def01|prev_2019|def01_23  1|0.071465312|0.068245125|0.074685499
no_cci#all|def01|prev_2019|def01_23  0|0.000000000||
no_cci#all|def01|prev_2019|def01_24  1|0.443822671|0.439987892|0.447657451
no_cci#all|def01|prev_2019|def01_24  0|0.000000000||
no_cci#all|def01|prev_2019|def01_25  1|0.077272665|0.074272368|0.080272962
no_cci#all|def01|prev_2019|def01_25  0|0.000000000||
no_cci#all|def01|prev_2019|male      1|-0.029287368|-0.030593253|-0.027981483
no_cci#all|def01|prev_2019|male      0|0.000000000||
no_cci#all|def01|prev_2019|age_g     1|-0.006980957|-0.009711763|-0.004250151
no_cci#all|def01|prev_2019|age_g     2|0.014488733|0.011835164|0.017142302
no_cci#all|def01|prev_2019|age_g     3|0.023971728|0.021227820|0.026715636
no_cci#all|def01|prev_2019|age_g     4|0.026315002|0.023640852|0.028989152
no_cci#all|def01|prev_2019|age_g     5|0.070263105|0.067608857|0.072917352
no_cci#all|def01|prev_2019|age_g     6|0.165796107|0.163019912|0.168572301
no_cci#all|def01|prev_2019|age_g     7|0.309713120|0.306780787|0.312645454
no_cci#all|def01|prev_2019|age_g     8|0.674045256|0.670045911|0.678044601
no_cci#all|def01|prev_2019|age_g     9|1.673302523|1.665596275|1.681008771
no_cci#all|def01|prev_2019|age_g     0|0.000000000||
no_cci#sens|def01|prev_2019|Intercept|0.049105809|0.048030244|0.050181375
no_cci#sens|def01|prev_2019|def01_01  1|0.170804557|0.168248048|0.173361066
no_cci#sens|def01|prev_2019|def01_01  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_02  1|0.057854755|0.055660133|0.060049378
no_cci#sens|def01|prev_2019|def01_02  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_03  1|0.151760986|0.147111807|0.156410165
no_cci#sens|def01|prev_2019|def01_03  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_04  1|0.209456755|0.204380741|0.214532768
no_cci#sens|def01|prev_2019|def01_04  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_05  1|0.209959418|0.201838387|0.218080449
no_cci#sens|def01|prev_2019|def01_05  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_06  1|0.385930218|0.382366629|0.389493807
no_cci#sens|def01|prev_2019|def01_06  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_07  1|0.095337413|0.093478587|0.097196238
no_cci#sens|def01|prev_2019|def01_07  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_08  1|0.032961504|0.030948762|0.034974246
no_cci#sens|def01|prev_2019|def01_08  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_09  1|0.080927420|0.077594150|0.084260691
no_cci#sens|def01|prev_2019|def01_09  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_10  1|0.061755392|0.056388236|0.067122548
no_cci#sens|def01|prev_2019|def01_10  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_11  1|0.137900535|0.135008137|0.140792932
no_cci#sens|def01|prev_2019|def01_11  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_12  1|0.059347845|0.057235501|0.061460190
no_cci#sens|def01|prev_2019|def01_12  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_13  1|0.071913684|0.067728712|0.076098656
no_cci#sens|def01|prev_2019|def01_13  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_14  1|0.052449183|0.047943920|0.056954445
no_cci#sens|def01|prev_2019|def01_14  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_15  1|0.413328447|0.407461005|0.419195890
no_cci#sens|def01|prev_2019|def01_15  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_16  1|0.174965056|0.166974577|0.182955535
no_cci#sens|def01|prev_2019|def01_16  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_17  1|0.275290237|0.262037846|0.288542628
no_cci#sens|def01|prev_2019|def01_17  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_18  1|0.402695375|0.396007866|0.409382885
no_cci#sens|def01|prev_2019|def01_18  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_19  1|0.040642063|0.037638512|0.043645615
no_cci#sens|def01|prev_2019|def01_19  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_20  1|0.244212526|0.240731055|0.247693997
no_cci#sens|def01|prev_2019|def01_20  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_21  1|0.243854953|0.240797801|0.246912105
no_cci#sens|def01|prev_2019|def01_21  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_22  1|0.111825454|0.109689066|0.113961841
no_cci#sens|def01|prev_2019|def01_22  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_23  1|0.058261623|0.056590063|0.059933183
no_cci#sens|def01|prev_2019|def01_23  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_24  1|0.219095245|0.217050073|0.221140417
no_cci#sens|def01|prev_2019|def01_24  0|0.000000000||
no_cci#sens|def01|prev_2019|def01_25  1|0.044360631|0.042798526|0.045922736
no_cci#sens|def01|prev_2019|def01_25  0|0.000000000||
no_cci#sens|def01|prev_2019|male      1|-0.024770887|-0.025446315|-0.024095458
no_cci#sens|def01|prev_2019|male      0|0.000000000||
no_cci#sens|def01|prev_2019|age_g     1|-0.001240972|-0.002647585|0.000165641
no_cci#sens|def01|prev_2019|age_g     2|0.026142490|0.024775433|0.027509547
no_cci#sens|def01|prev_2019|age_g     3|0.038996491|0.037582744|0.040410238
no_cci#sens|def01|prev_2019|age_g     4|0.035719225|0.034341193|0.037097257
no_cci#sens|def01|prev_2019|age_g     5|0.072126817|0.070758348|0.073495287
no_cci#sens|def01|prev_2019|age_g     6|0.145668263|0.144234883|0.147101643
no_cci#sens|def01|prev_2019|age_g     7|0.254077421|0.252558607|0.255596235
no_cci#sens|def01|prev_2019|age_g     8|0.443482386|0.441373882|0.445590891
no_cci#sens|def01|prev_2019|age_g     9|0.887190199|0.882788889|0.891591509
no_cci#sens|def01|prev_2019|age_g     0|0.000000000||
cci#all|def01|prev_2019|Intercept|0.047516846|0.045458305|0.049575387
cci#all|def01|prev_2019|def01_01  1|0.276779335|0.271931657|0.281627013
cci#all|def01|prev_2019|def01_01  0|0.000000000||
cci#all|def01|prev_2019|def01_02  1|0.070245221|0.066096985|0.074393458
cci#all|def01|prev_2019|def01_02  0|0.000000000||
cci#all|def01|prev_2019|def01_03  1|0.276451120|0.267809492|0.285092747
cci#all|def01|prev_2019|def01_03  0|0.000000000||
cci#all|def01|prev_2019|def01_04  1|0.290731261|0.281259773|0.300202748
cci#all|def01|prev_2019|def01_04  0|0.000000000||
cci#all|def01|prev_2019|def01_05  1|0.120655348|0.105035485|0.136275211
cci#all|def01|prev_2019|def01_05  0|0.000000000||
cci#all|def01|prev_2019|def01_06  1|1.242870243|1.236828844|1.248911641
cci#all|def01|prev_2019|def01_06  0|0.000000000||
cci#all|def01|prev_2019|def01_07  1|0.137715650|0.134228806|0.141202494
cci#all|def01|prev_2019|def01_07  0|0.000000000||
cci#all|def01|prev_2019|def01_08  1|0.041413701|0.037585065|0.045242338
cci#all|def01|prev_2019|def01_08  0|0.000000000||
cci#all|def01|prev_2019|def01_09  1|0.180234339|0.173970089|0.186498589
cci#all|def01|prev_2019|def01_09  0|0.000000000||
cci#all|def01|prev_2019|def01_10  1|0.274242983|0.264122349|0.284363616
cci#all|def01|prev_2019|def01_10  0|0.000000000||
cci#all|def01|prev_2019|def01_11  1|0.269012335|0.263620430|0.274404239
cci#all|def01|prev_2019|def01_11  0|0.000000000||
cci#all|def01|prev_2019|def01_12  1|0.032377308|0.028359690|0.036394926
cci#all|def01|prev_2019|def01_12  0|0.000000000||
cci#all|def01|prev_2019|def01_13  1|0.126244455|0.118348391|0.134140519
cci#all|def01|prev_2019|def01_13  0|0.000000000||
cci#all|def01|prev_2019|def01_14  1|0.121025163|0.112536998|0.129513328
cci#all|def01|prev_2019|def01_14  0|0.000000000||
cci#all|def01|prev_2019|def01_15  1|0.638693834|0.627754452|0.649633215
cci#all|def01|prev_2019|def01_15  0|0.000000000||
cci#all|def01|prev_2019|def01_16  1|0.241199154|0.226201838|0.256196471
cci#all|def01|prev_2019|def01_16  0|0.000000000||
cci#all|def01|prev_2019|def01_17  1|0.663694341|0.639677704|0.687710979
cci#all|def01|prev_2019|def01_17  0|0.000000000||
cci#all|def01|prev_2019|def01_18  1|0.848014148|0.836177037|0.859851259
cci#all|def01|prev_2019|def01_18  0|0.000000000||
cci#all|def01|prev_2019|def01_19  1|0.067649641|0.061976534|0.073322747
cci#all|def01|prev_2019|def01_19  0|0.000000000||
cci#all|def01|prev_2019|def01_20  1|0.195541676|0.188987804|0.202095549
cci#all|def01|prev_2019|def01_20  0|0.000000000||
cci#all|def01|prev_2019|def01_21  1|0.578345037|0.572667483|0.584022592
cci#all|def01|prev_2019|def01_21  0|0.000000000||
cci#all|def01|prev_2019|def01_22  1|0.080523431|0.076462639|0.084584222
cci#all|def01|prev_2019|def01_22  0|0.000000000||
cci#all|def01|prev_2019|def01_23  1|0.063354840|0.060186805|0.066522875
cci#all|def01|prev_2019|def01_23  0|0.000000000||
cci#all|def01|prev_2019|def01_24  1|0.306517899|0.301946289|0.311089510
cci#all|def01|prev_2019|def01_24  0|0.000000000||
cci#all|def01|prev_2019|def01_25  1|0.068062728|0.065110789|0.071014668
cci#all|def01|prev_2019|def01_25  0|0.000000000||
cci#all|def01|prev_2019|cci_1     1|0.027608896|0.021081758|0.034136034
cci#all|def01|prev_2019|cci_1     0|0.000000000||
cci#all|def01|prev_2019|cci_2     1|0.311731698|0.305327573|0.318135823
cci#all|def01|prev_2019|cci_2     0|0.000000000||
cci#all|def01|prev_2019|cci_3     1|0.197959778|0.192475429|0.203444126
cci#all|def01|prev_2019|cci_3     0|0.000000000||
cci#all|def01|prev_2019|cci_4     1|0.149595028|0.144618415|0.154571641
cci#all|def01|prev_2019|cci_4     0|0.000000000||
cci#all|def01|prev_2019|cci_6     1|0.196202047|0.193042626|0.199361469
cci#all|def01|prev_2019|cci_6     0|0.000000000||
cci#all|def01|prev_2019|cci_7     1|0.171447132|0.166411970|0.176482294
cci#all|def01|prev_2019|cci_7     0|0.000000000||
cci#all|def01|prev_2019|cci_8     1|0.209191405|0.200987324|0.217395486
cci#all|def01|prev_2019|cci_8     0|0.000000000||
cci#all|def01|prev_2019|cci_9     1|0.156338913|0.147397278|0.165280547
cci#all|def01|prev_2019|cci_9     0|0.000000000||
cci#all|def01|prev_2019|cci_10    1|0.195411994|0.190897091|0.199926897
cci#all|def01|prev_2019|cci_10    0|0.000000000||
cci#all|def01|prev_2019|cci_11    1|0.874687049|0.858054821|0.891319277
cci#all|def01|prev_2019|cci_11    0|0.000000000||
cci#all|def01|prev_2019|cci_12    1|0.434160512|0.427895697|0.440425328
cci#all|def01|prev_2019|cci_12    0|0.000000000||
cci#all|def01|prev_2019|cci_13    1|0.293505339|0.286544675|0.300466004
cci#all|def01|prev_2019|cci_13    0|0.000000000||
cci#all|def01|prev_2019|cci_14    1|0.215151697|0.211769518|0.218533875
cci#all|def01|prev_2019|cci_14    0|0.000000000||
cci#all|def01|prev_2019|cci_15    1|0.632903377|0.616307509|0.649499245
cci#all|def01|prev_2019|cci_15    0|0.000000000||
cci#all|def01|prev_2019|cci_16    1|0.658524654|0.646737536|0.670311772
cci#all|def01|prev_2019|cci_16    0|0.000000000||
cci#all|def01|prev_2019|cci_17    1|0.454446758|0.435528894|0.473364623
cci#all|def01|prev_2019|cci_17    0|0.000000000||
cci#all|def01|prev_2019|cci_18    1|0.598926598|0.587845190|0.610008006
cci#all|def01|prev_2019|cci_18    0|0.000000000||
cci#all|def01|prev_2019|cci_19    1|0.104559610|0.083211854|0.125907367
cci#all|def01|prev_2019|cci_19    0|0.000000000||
cci#all|def01|prev_2019|male      1|-0.035528332|-0.036816478|-0.034240186
cci#all|def01|prev_2019|male      0|0.000000000||
cci#all|def01|prev_2019|age_g     1|-0.006852816|-0.009539079|-0.004166554
cci#all|def01|prev_2019|age_g     2|0.017901200|0.015289810|0.020512590
cci#all|def01|prev_2019|age_g     3|0.023974112|0.021273407|0.026674817
cci#all|def01|prev_2019|age_g     4|0.016880715|0.014247619|0.019513812
cci#all|def01|prev_2019|age_g     5|0.040842464|0.038223612|0.043461316
cci#all|def01|prev_2019|age_g     6|0.097478745|0.094720000|0.100237490
cci#all|def01|prev_2019|age_g     7|0.188341754|0.185378835|0.191304673
cci#all|def01|prev_2019|age_g     8|0.508857937|0.504816671|0.512899204
cci#all|def01|prev_2019|age_g     9|1.518353624|1.510711639|1.525995610
cci#all|def01|prev_2019|age_g     0|0.000000000||
cci#sens|def01|prev_2019|Intercept|0.043703134|0.042654582|0.044751686
cci#sens|def01|prev_2019|def01_01  1|0.126524321|0.123992245|0.129056397
cci#sens|def01|prev_2019|def01_01  0|0.000000000||
cci#sens|def01|prev_2019|def01_02  1|0.050968556|0.048834312|0.053102801
cci#sens|def01|prev_2019|def01_02  0|0.000000000||
cci#sens|def01|prev_2019|def01_03  1|0.151954631|0.147433708|0.156475554
cci#sens|def01|prev_2019|def01_03  0|0.000000000||
cci#sens|def01|prev_2019|def01_04  1|0.173943890|0.169003428|0.178884352
cci#sens|def01|prev_2019|def01_04  0|0.000000000||
cci#sens|def01|prev_2019|def01_05  1|0.127591598|0.119473994|0.135709202
cci#sens|def01|prev_2019|def01_05  0|0.000000000||
cci#sens|def01|prev_2019|def01_06  1|0.381078439|0.377610862|0.384546015
cci#sens|def01|prev_2019|def01_06  0|0.000000000||
cci#sens|def01|prev_2019|def01_07  1|0.082378430|0.080570013|0.084186846
cci#sens|def01|prev_2019|def01_07  0|0.000000000||
cci#sens|def01|prev_2019|def01_08  1|0.034833788|0.032876480|0.036791097
cci#sens|def01|prev_2019|def01_08  0|0.000000000||
cci#sens|def01|prev_2019|def01_09  1|0.077879240|0.074634940|0.081123540
cci#sens|def01|prev_2019|def01_09  0|0.000000000||
cci#sens|def01|prev_2019|def01_10  1|0.060426702|0.055207849|0.065645554
cci#sens|def01|prev_2019|def01_10  0|0.000000000||
cci#sens|def01|prev_2019|def01_11  1|0.122389076|0.119573371|0.125204780
cci#sens|def01|prev_2019|def01_11  0|0.000000000||
cci#sens|def01|prev_2019|def01_12  1|0.049695549|0.047640370|0.051750728
cci#sens|def01|prev_2019|def01_12  0|0.000000000||
cci#sens|def01|prev_2019|def01_13  1|0.057718755|0.053648042|0.061789467
cci#sens|def01|prev_2019|def01_13  0|0.000000000||
cci#sens|def01|prev_2019|def01_14  1|0.047403410|0.043022088|0.051784731
cci#sens|def01|prev_2019|def01_14  0|0.000000000||
cci#sens|def01|prev_2019|def01_15  1|0.410731958|0.405025466|0.416438449
cci#sens|def01|prev_2019|def01_15  0|0.000000000||
cci#sens|def01|prev_2019|def01_16  1|0.128306208|0.120532045|0.136080371
cci#sens|def01|prev_2019|def01_16  0|0.000000000||
cci#sens|def01|prev_2019|def01_17  1|0.260149505|0.247258883|0.273040126
cci#sens|def01|prev_2019|def01_17  0|0.000000000||
cci#sens|def01|prev_2019|def01_18  1|0.399507154|0.393004222|0.406010085
cci#sens|def01|prev_2019|def01_18  0|0.000000000||
cci#sens|def01|prev_2019|def01_19  1|0.041766735|0.038846090|0.044687379
cci#sens|def01|prev_2019|def01_19  0|0.000000000||
cci#sens|def01|prev_2019|def01_20  1|0.141848637|0.138428430|0.145268843
cci#sens|def01|prev_2019|def01_20  0|0.000000000||
cci#sens|def01|prev_2019|def01_21  1|0.242822612|0.239849571|0.245795653
cci#sens|def01|prev_2019|def01_21  0|0.000000000||
cci#sens|def01|prev_2019|def01_22  1|0.080828620|0.078745942|0.082911298
cci#sens|def01|prev_2019|def01_22  0|0.000000000||
cci#sens|def01|prev_2019|def01_23  1|0.052623089|0.050997458|0.054248721
cci#sens|def01|prev_2019|def01_23  0|0.000000000||
cci#sens|def01|prev_2019|def01_24  1|0.161287665|0.158895079|0.163680250
cci#sens|def01|prev_2019|def01_24  0|0.000000000||
cci#sens|def01|prev_2019|def01_25  1|0.039028745|0.037509475|0.040548015
cci#sens|def01|prev_2019|def01_25  0|0.000000000||
cci#sens|def01|prev_2019|cci_1     1|0.044592703|0.041204345|0.047981062
cci#sens|def01|prev_2019|cci_1     0|0.000000000||
cci#sens|def01|prev_2019|cci_2     1|0.228168485|0.224791851|0.231545119
cci#sens|def01|prev_2019|cci_2     0|0.000000000||
cci#sens|def01|prev_2019|cci_3     1|0.155857738|0.152992873|0.158722604
cci#sens|def01|prev_2019|cci_3     0|0.000000000||
cci#sens|def01|prev_2019|cci_4     1|0.037597518|0.034982535|0.040212500
cci#sens|def01|prev_2019|cci_4     0|0.000000000||
cci#sens|def01|prev_2019|cci_6     1|0.147651352|0.146019518|0.149283186
cci#sens|def01|prev_2019|cci_6     0|0.000000000||
cci#sens|def01|prev_2019|cci_7     1|0.169120206|0.166523573|0.171716838
cci#sens|def01|prev_2019|cci_7     0|0.000000000||
cci#sens|def01|prev_2019|cci_8     1|0.122653888|0.118335185|0.126972590
cci#sens|def01|prev_2019|cci_8     0|0.000000000||
cci#sens|def01|prev_2019|cci_9     1|0.107090035|0.102453065|0.111727006
cci#sens|def01|prev_2019|cci_9     0|0.000000000||
cci#sens|def01|prev_2019|cci_10    1|0.156105679|0.153762209|0.158449148
cci#sens|def01|prev_2019|cci_10    0|0.000000000||
cci#sens|def01|prev_2019|cci_11    1|0.372146863|0.363150387|0.381143339
cci#sens|def01|prev_2019|cci_11    0|0.000000000||
