start|label|fmtname|type
1|inc_2011_2015|population|n
2|inc_2016_2021|population|n
3|prev_2015|population|n
4|prev_2016|population|n
5|prev_2017|population|n
6|prev_2018|population|n
7|prev_2019|population|n
8|prev_2020|population|n
9|prev_2021|population|n
